2026-06-16 17:20:53,464 | INFO | ======================================================================
2026-06-16 17:20:53,464 | INFO | PROCESSING: Bharat_Ek_Khoj_Ep_016_without_cc
2026-06-16 17:20:53,472 | INFO | ======================================================================
2026-06-16 17:20:53,472 | INFO | Extracting audio from: data\Bharat_Ek_Khoj_Ep_016_without_cc.mp4
2026-06-16 17:23:40,379 | INFO | Detected 200 audio events
2026-06-16 17:23:40,612 | INFO |   0.00s | Environmental noise                    | Audio=0.40 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:40,750 | INFO |   0.60s | Bird                                   | Audio=0.22 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:40,900 | INFO |   1.40s | Animal                                 | Audio=0.18 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:41,061 | INFO |   2.60s | Bird                                   | Audio=0.56 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:41,242 | INFO |   3.20s | Bird                                   | Audio=0.38 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:42,593 | INFO |   4.60s | Bird                                   | Audio=0.37 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:42,910 | INFO |   5.60s | Duck                                   | Audio=0.42 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:43,037 | INFO |   6.40s | Bird                                   | Audio=0.26 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:43,291 | INFO |   7.20s | Animal                                 | Audio=0.25 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:43,415 | INFO |   7.80s | Bird                                   | Audio=0.17 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:43,537 | INFO |   8.60s | Rodents, rats, mice                    | Audio=0.26 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:43,666 | INFO |  10.00s | Speech                                 | Audio=0.86 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:43,997 | INFO |  11.00s | Speech                                 | Audio=0.88 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:44,492 | INFO |  11.80s | Speech                                 | Audio=0.85 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:44,811 | INFO |  12.40s | Speech                                 | Audio=0.85 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:45,227 | INFO |  13.20s | Speech                                 | Audio=0.89 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:46,705 | INFO |  14.00s | Speech                                 | Audio=0.83 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:47,014 | INFO |  15.00s | Speech                                 | Audio=0.90 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:47,324 | INFO |  16.00s | Speech                                 | Audio=0.88 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:47,763 | INFO |  17.60s | Speech                                 | Audio=0.86 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:48,028 | INFO |  18.40s | Speech                                 | Audio=0.82 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:48,313 | INFO |  19.40s | Speech                                 | Audio=0.85 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:48,639 | INFO |  20.00s | Speech                                 | Audio=0.75 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:48,864 | INFO |  22.00s | Speech                                 | Audio=0.82 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:50,483 | INFO |  22.60s | Speech                                 | Audio=0.83 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:50,832 | INFO |  23.60s | Speech                                 | Audio=0.85 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:51,096 | INFO |  24.20s | Speech                                 | Audio=0.79 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:51,235 | INFO |  25.20s | Speech                                 | Audio=0.86 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:51,515 | INFO |  25.80s | Speech                                 | Audio=0.79 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:51,645 | INFO |  26.80s | Speech                                 | Audio=0.84 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:52,023 | INFO |  27.40s | Speech                                 | Audio=0.82 | Visual=0.00 | Reaction=no_significant_reaction | ACCEPTED
2026-06-16 17:23:52,471 | INFO |  28.20s | Speech                                 | Audio=0.75 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:52,669 | INFO |  29.80s | Speech                                 | Audio=0.76 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:52,920 | INFO |  30.80s | Animal                                 | Audio=0.31 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
2026-06-16 17:23:53,286 | INFO |  31.40s | Animal                                 | Audio=0.19 | Visual=0.00 | Reaction=no_significant_reaction | SKIPPED
