2026-08-27 21:41:36,200 | INFO | ======================================================================
2026-08-27 21:41:36,200 | INFO | PROCESSING: Circus_Ep_002 (PANNs + GPT-4o-mini)
2026-08-27 21:41:36,200 | INFO | ======================================================================
2026-08-27 21:41:38,008 | INFO | Loaded 254 vision entries.
2026-08-27 21:41:42,911 | INFO | [0.0s] palette top-5: ['Crowd', 'Raindrop', 'Background music', 'Environmental noise', 'Rain'] | expr=[]
2026-08-27 21:41:43,141 | INFO | [3.0s] palette top-5: ['Environmental noise', 'Ambient music', 'Noise', 'Humming', 'Sound effect'] | expr=[]
2026-08-27 21:41:43,345 | INFO | [12.0s] palette top-5: ['Ambient music', 'Noise', 'Environmental noise', 'White noise', 'Wind chime'] | expr=[]
2026-08-27 21:41:43,532 | INFO | [15.0s] palette top-5: ['Environmental noise', 'Ambient music', 'Rain', 'Wind chime', 'Noise'] | expr=[]
2026-08-27 21:41:43,801 | INFO | [18.0s] palette top-5: ['Rain', 'Wind', 'Environmental noise', 'Wind chime', 'Raindrop'] | expr=[]
2026-08-27 21:41:44,034 | INFO | [27.1s] palette top-5: ['Rain', 'Environmental noise', 'Humming', 'Sound effect', 'Ambient music'] | expr=[]
2026-08-27 21:41:44,221 | INFO | [30.1s] palette top-5: ['Hands'] | expr=[]
2026-08-27 21:41:44,395 | INFO | [33.1s] palette top-5: ['Rain', 'Raindrop', 'Writing', 'Rain on surface', 'Waterfall'] | expr=[]
2026-08-27 21:41:44,519 | INFO | [36.1s] palette top-5: ['Rain', 'Raindrop', 'Hands', 'Rain on surface', 'Frog'] | expr=[]
2026-08-27 21:41:44,637 | INFO | [45.2s] palette top-5: ['Rain', 'Raindrop', 'Rain on surface', 'Wind chime', 'Environmental noise'] | expr=[]
2026-08-27 21:41:44,759 | INFO | [48.2s] palette top-5: ['Rain', 'Wind chime', 'Wind', 'Rain on surface', 'Environmental noise'] | expr=[]
2026-08-27 21:41:44,940 | INFO | [51.2s] palette top-5: ['Rain', 'Wind chime', 'Environmental noise', 'Wind noise (microphone)', 'Wind'] | expr=[]
2026-08-27 21:41:45,114 | INFO | [54.2s] palette top-5: ['Rain', 'Raindrop', 'Wind', 'Rain on surface', 'Wind chime'] | expr=[]
2026-08-27 21:41:45,299 | INFO | [63.2s] palette top-5: ['Humming', 'Noise', 'Environmental noise', 'Rain', 'Wind chime'] | expr=[]
2026-08-27 21:41:45,491 | INFO | [66.3s] palette top-5: ['Rain', 'Raindrop', 'Environmental noise', 'Rain on surface', 'Frog'] | expr=[]
2026-08-27 21:41:45,701 | INFO | [69.3s] palette top-5: ['Environmental noise', 'Noise', 'Ambient music', 'Crowd', 'Sound effect'] | expr=[]
2026-08-27 21:41:45,883 | INFO | [72.3s] palette top-5: ['Rain', 'Inside, public space', 'Environmental noise', 'Waterfall', 'Raindrop'] | expr=[]
2026-08-27 21:41:46,126 | INFO | [129.6s] palette top-5: ['Sound effect', 'Environmental noise', 'Rain', 'Wind chime', 'Humming'] | expr=[]
2026-08-27 21:41:46,315 | INFO | [138.6s] palette top-5: ['Sound effect', 'Environmental noise', 'Noise', 'Rain', 'Ambient music'] | expr=[]
2026-08-27 21:41:46,525 | INFO | [141.6s] palette top-5: ['Wind chime', 'Environmental noise', 'Humming', 'Sound effect', 'Noise'] | expr=[]
2026-08-27 21:41:46,701 | INFO | [144.6s] palette top-5: ['Environmental noise', 'Rain', 'Wind chime', 'Ambient music', 'Sound effect'] | expr=[]
2026-08-27 21:41:46,890 | INFO | [156.7s] palette top-5: ['Environmental noise', 'Sound effect', 'Rain', 'Humming', 'Noise'] | expr=[]
2026-08-27 21:41:47,018 | INFO | [159.7s] palette top-5: ['Environmental noise', 'Wind chime', 'Humming', 'Sound effect', 'Rain'] | expr=[]
2026-08-27 21:41:47,239 | INFO | [162.7s] palette top-5: ['Wind chime', 'Environmental noise', 'Humming', 'Rain', 'Sound effect'] | expr=[]
2026-08-27 21:41:47,441 | INFO | [165.7s] palette top-5: ['Environmental noise', 'Sound effect', 'Humming', 'Wind chime', 'Noise'] | expr=[]
2026-08-27 21:41:47,567 | INFO | [171.7s] palette top-5: ['Environmental noise', 'Sound effect', 'Ambient music', 'Rain', 'Humming'] | expr=[]
2026-08-27 21:41:47,782 | INFO | [177.8s] palette top-5: ['White noise', 'Ambient music', 'Pink noise', 'Noise', 'Sound effect'] | expr=[]
2026-08-27 21:41:47,951 | INFO | [180.8s] palette top-5: ['Rain', 'Raindrop', 'Zipper (clothing)', 'Waterfall', 'Ambient music'] | expr=[]
2026-08-27 21:41:48,136 | INFO | [183.8s] palette top-5: ['Humming', 'Environmental noise', 'Rain', 'Ambient music', 'Female singing'] | expr=[]
2026-08-27 21:41:48,338 | INFO | [186.8s] palette top-5: ['Hands'] | expr=[]
2026-08-27 21:41:48,531 | INFO | [189.8s] palette top-5: ['Noise', 'Lullaby', 'Ambient music', 'Humming', 'White noise'] | expr=[]
2026-08-27 21:41:48,774 | INFO | [192.8s] palette top-5: ['Sound effect', 'Lullaby', 'Ambient music', 'Wind chime', 'Environmental noise'] | expr=['smiling']
2026-08-27 21:41:48,928 | INFO | [195.8s] palette top-5: ['Lullaby', 'Ambient music', 'Humming', 'Sound effect', 'Baby laughter'] | expr=[]
2026-08-27 21:41:49,136 | INFO | [198.8s] palette top-5: ['Rain', 'Humming', 'Raindrop', 'Sound effect', 'White noise'] | expr=[]
2026-08-27 21:41:49,336 | INFO | [201.9s] palette top-5: ['Sound effect', 'Chorus effect', 'Waves, surf', 'Female singing', 'White noise'] | expr=[]
2026-08-27 21:41:49,462 | INFO | [210.9s] palette top-5: ['Music of Bollywood', 'Frog', 'Raindrop', 'Rain', 'Waterfall'] | expr=['smiling']
2026-08-27 21:41:49,637 | INFO | [213.9s] palette top-5: ['Waves, surf', 'Zipper (clothing)', 'Hands', 'Glass', 'Chorus effect'] | expr=[]
2026-08-27 21:41:49,847 | INFO | [216.9s] palette top-5: ['Raindrop', 'Waves, surf', 'Rain', 'Waterfall', 'Sound effect'] | expr=[]
2026-08-27 21:41:49,969 | INFO | [220.0s] palette top-5: ['Sound effect', 'Wind chime', 'Environmental noise', 'Background music', 'Humming'] | expr=['smiling']
2026-08-27 21:41:50,091 | INFO | [223.0s] palette top-5: ['Rain', 'Raindrop', 'Waterfall', 'Zipper (clothing)', 'Rain on surface'] | expr=[]
2026-08-27 21:41:50,223 | INFO | [241.0s] palette top-5: ['Environmental noise', 'Sound effect', 'Humming', 'Ambient music', 'Noise'] | expr=[]
2026-08-27 21:41:50,344 | INFO | [250.1s] palette top-5: ['Rain', 'Rain on surface', 'Raindrop', 'Waterfall', 'Wind chime'] | expr=[]
2026-08-27 21:41:50,465 | INFO | [259.1s] palette top-5: ['Sound effect', 'Humming', 'Environmental noise', 'White noise', 'Rain'] | expr=[]
2026-08-27 21:41:50,589 | INFO | [262.1s] palette top-5: ['Humming', 'Environmental noise', 'Sound effect', 'Wind chime', 'White noise'] | expr=[]
2026-08-27 21:41:50,712 | INFO | [265.2s] palette top-5: ['Environmental noise', 'Sound effect', 'Ambient music', 'Humming', 'Telephone'] | expr=[]
2026-08-27 21:41:50,894 | INFO | [268.2s] palette top-5: ['Sine wave', 'Waves, surf', 'Sound effect', 'Female singing', 'Distortion'] | expr=[]
2026-08-27 21:41:51,110 | INFO | [271.2s] palette top-5: ['Ringtone', 'Telephone', 'Sound effect', 'Raindrop', 'Rain'] | expr=[]
2026-08-27 21:41:51,222 | INFO | [274.2s] palette top-5: ['Camera', 'Rain', 'Raindrop', 'Waterfall', 'Sound effect'] | expr=['smiling']
2026-08-27 21:41:51,362 | INFO | [301.3s] palette top-5: ['Environmental noise', 'Sound effect', 'Ambient music', 'Noise', 'White noise'] | expr=[]
2026-08-27 21:41:51,484 | INFO | [304.3s] palette top-5: ['Environmental noise', 'Sound effect', 'Ambient music', 'Noise', 'Humming'] | expr=[]
2026-08-27 21:41:51,671 | INFO | [307.3s] palette top-5: ['Environmental noise', 'Humming', 'Sound effect', 'Ambient music', 'Noise'] | expr=[]
2026-08-27 21:41:51,877 | INFO | [310.4s] palette top-5: ['Wind chime', 'Rain', 'Sound effect', 'Wind', 'Environmental noise'] | expr=[]
2026-08-27 21:41:52,156 | INFO | [313.4s] palette top-5: ['Environmental noise', 'Sound effect', 'Ambient music', 'Noise', 'White noise'] | expr=[]
2026-08-27 21:41:52,351 | INFO | [316.4s] palette top-5: ['Rain', 'Raindrop', 'Wind chime', 'Environmental noise', 'Rain on surface'] | expr=[]
2026-08-27 21:41:52,484 | INFO | [319.4s] palette top-5: ['Rain', 'Wind chime', 'Raindrop', 'Rain on surface', 'Waterfall'] | expr=[]
2026-08-27 21:41:52,705 | INFO | [322.4s] palette top-5: ['Rain', 'Raindrop', 'Rain on surface', 'Waterfall', 'Wind chime'] | expr=[]
2026-08-27 21:41:52,937 | INFO | [325.4s] palette top-5: ['Rain', 'Raindrop', 'Wind chime', 'Rain on surface', 'Wind'] | expr=[]
2026-08-27 21:41:53,058 | INFO | [328.4s] palette top-5: ['Environmental noise', 'Sound effect', 'Wind chime', 'Humming', 'Noise'] | expr=[]
2026-08-27 21:41:53,179 | INFO | [355.6s] palette top-5: ['Rain', 'Raindrop', 'Music of Bollywood', 'Waterfall', 'Rain on surface'] | expr=[]
2026-08-27 21:41:53,341 | INFO | [388.7s] palette top-5: ['Environmental noise', 'Ambient music', 'Sound effect', 'Noise', 'Crowd'] | expr=[]
2026-08-27 21:41:53,475 | INFO | [394.7s] palette top-5: ['Bus', 'Rain', 'Ambulance (siren)', 'Raindrop', 'Thunderstorm'] | expr=[]
2026-08-27 21:41:53,594 | INFO | [406.8s] palette top-5: ['Wind chime', 'Rain', 'Wind', 'Environmental noise', 'Ambient music'] | expr=['smiling']
2026-08-27 21:41:53,731 | INFO | [409.8s] palette top-5: ['Music of Bollywood', 'Waterfall', 'Rain', 'Raindrop', 'Music of Asia'] | expr=[]
2026-08-27 21:41:53,898 | INFO | [458.0s] palette top-5: ['Rain', 'Waterfall', 'Raindrop', 'Environmental noise', 'Rain on surface'] | expr=[]
2026-08-27 21:41:54,023 | INFO | [461.0s] palette top-5: ['Chorus effect', 'Dance music', 'Female singing', 'Sound effect', 'Traditional music'] | expr=[]
2026-08-27 21:41:54,145 | INFO | [464.0s] palette top-5: ['Sound effect', 'Wind chime', 'Female singing', 'Humming', 'Environmental noise'] | expr=[]
2026-08-27 21:41:54,270 | INFO | [500.2s] palette top-5: ['Ambient music', 'Background music', 'Environmental noise', 'Noise', 'Sound effect'] | expr=[]
2026-08-27 21:41:54,395 | INFO | [503.2s] palette top-5: ['Sound effect', 'Environmental noise', 'White noise', 'Ambient music', 'Noise'] | expr=[]
2026-08-27 21:41:54,523 | INFO | [506.2s] palette top-5: ['Ambient music', 'Environmental noise', 'Humming', 'Sound effect', 'Rain'] | expr=[]
2026-08-27 21:41:54,702 | INFO | [509.2s] palette top-5: ['Ambient music', 'Sound effect', 'Noise', 'Heart sounds, heartbeat', 'White noise'] | expr=[]
2026-08-27 21:41:54,822 | INFO | [524.3s] palette top-5: ['Rain', 'Raindrop', 'Rain on surface', 'Wind chime', 'Wind'] | expr=[]
2026-08-27 21:41:54,954 | INFO | [539.4s] palette top-5: ['Waterfall', 'Wind', 'Ambient music', 'Crowd', 'Wind chime'] | expr=[]
2026-08-27 21:41:55,078 | INFO | [554.4s] palette top-5: ['Environmental noise', 'Wind chime', 'Ambient music', 'Rain', 'Noise'] | expr=[]
2026-08-27 21:41:55,224 | INFO | [557.4s] palette top-5: ['Environmental noise', 'Wind chime', 'Ambient music', 'Wind noise (microphone)', 'Noise'] | expr=[]
2026-08-27 21:41:55,345 | INFO | [560.4s] palette top-5: ['Environmental noise', 'Wind chime', 'Ambient music', 'Wind noise (microphone)', 'Noise'] | expr=[]
2026-08-27 21:41:55,468 | INFO | [563.5s] palette top-5: ['Ambient music', 'Environmental noise', 'Noise', 'Wind chime', 'Crowd'] | expr=[]
2026-08-27 21:41:55,584 | INFO | [566.5s] palette top-5: ['Ambient music', 'Environmental noise', 'Noise', 'Wind chime', 'Crowd'] | expr=[]
2026-08-27 21:41:55,701 | INFO | [569.5s] palette top-5: ['Environmental noise', 'Wind chime', 'Ambient music', 'Rain', 'Noise'] | expr=[]
2026-08-27 21:41:55,838 | INFO | [572.5s] palette top-5: ['Ambient music', 'Environmental noise', 'Noise', 'Wind chime', 'Crowd'] | expr=[]
2026-08-27 21:41:55,967 | INFO | [575.5s] palette top-5: ['Ambient music', 'Noise', 'Environmental noise', 'Wind chime', 'Crowd'] | expr=[]
2026-08-27 21:41:56,089 | INFO | [578.5s] palette top-5: ['Ambient music', 'Environmental noise', 'Crowd', 'Noise', 'Wind chime'] | expr=[]
2026-08-27 21:41:56,206 | INFO | [581.6s] palette top-5: ['Ambient music', 'Environmental noise', 'Noise', 'Wind chime', 'Crowd'] | expr=[]
2026-08-27 21:41:56,336 | INFO | [587.6s] palette top-5: ['Environmental noise', 'Wind chime', 'Noise', 'Wind noise (microphone)', 'Sound effect'] | expr=[]
2026-08-27 21:41:56,527 | INFO | [590.6s] palette top-5: ['Environmental noise', 'Wind chime', 'Humming', 'Noise', 'Wind noise (microphone)'] | expr=[]
2026-08-27 21:41:56,655 | INFO | [593.6s] palette top-5: ['Environmental noise', 'Wind chime', 'Humming', 'Noise', 'Wind noise (microphone)'] | expr=[]
2026-08-27 21:41:56,831 | INFO | [596.6s] palette top-5: ['Environmental noise', 'Sound effect', 'Noise', 'Wind chime', 'Humming'] | expr=[]
2026-08-27 21:41:56,945 | INFO | [599.6s] palette top-5: ['Environmental noise', 'Noise', 'White noise', 'Ambient music', 'Wind noise (microphone)'] | expr=[]
2026-08-27 21:41:57,066 | INFO | [602.6s] palette top-5: ['Environmental noise', 'Sound effect', 'Wind chime', 'Humming', 'Ambient music'] | expr=[]
2026-08-27 21:41:57,179 | INFO | [623.7s] palette top-5: ['Rain', 'Rain on surface', 'Raindrop', 'Waterfall', 'Wind chime'] | expr=[]
2026-08-27 21:41:57,308 | INFO | [629.8s] palette top-5: ['Ambient music', 'Sound effect', 'Background music', 'Environmental noise', 'Theme music'] | expr=[]
2026-08-27 21:41:57,513 | INFO | [635.8s] palette top-5: ['Environmental noise', 'Humming', 'White noise', 'Ambient music', 'Noise'] | expr=[]
2026-08-27 21:41:57,736 | INFO | [638.8s] palette top-5: ['Environmental noise', 'Rain', 'Sound effect', 'Humming', 'Wind chime'] | expr=[]
2026-08-27 21:41:57,960 | INFO | [641.8s] palette top-5: ['Environmental noise', 'Rain', 'Sound effect', 'Humming', 'Wind chime'] | expr=[]
2026-08-27 21:41:58,155 | INFO | [644.8s] palette top-5: ['Environmental noise', 'White noise', 'Wind chime', 'Sound effect', 'Noise'] | expr=[]
2026-08-27 21:41:58,304 | INFO | [659.9s] palette top-5: ['White noise', 'Sound effect', 'Ambient music', 'Noise', 'Environmental noise'] | expr=[]
2026-08-27 21:41:58,487 | INFO | [662.9s] palette top-5: ['Inside, public space', 'Background music', 'Inside, small room', 'Camera', 'A capella'] | expr=[]
2026-08-27 21:41:58,613 | INFO | [665.9s] palette top-5: ['Ambient music', 'Environmental noise', 'Noise', 'White noise', 'Sound effect'] | expr=[]
2026-08-27 21:41:58,720 | INFO | [668.9s] palette top-5: ['Crowd', 'Inside, public space', 'Background music'] | expr=[]
2026-08-27 21:41:58,846 | INFO | [671.9s] palette top-5: ['Rain', 'Crowd', 'Environmental noise', 'Wind chime', 'Wind'] | expr=[]
2026-08-27 21:41:58,961 | INFO | [675.0s] palette top-5: ['Rain', 'Environmental noise', 'Wind chime', 'Ambient music', 'Raindrop'] | expr=[]
2026-08-27 21:41:59,077 | INFO | [678.0s] palette top-5: ['Rain', 'Environmental noise', 'Wind chime', 'Ambient music', 'Raindrop'] | expr=[]
2026-08-27 21:41:59,192 | INFO | [681.0s] palette top-5: ['Rain', 'Environmental noise', 'Wind chime', 'Ambient music', 'Raindrop'] | expr=[]
